"Run_ID","Genus__Klebsiella|Family__Enterobacteriaceae","Genus__Escherichia-Shigella|Family__Enterobacteriaceae","Genus__Enterococcus|Family__Enterococcaceae","Genus__Enterobacter|Family__Enterobacteriaceae","Genus__Bifidobacterium|Family__Bifidobacteriaceae","Genus__Alistipes|Family__Rikenellaceae","Genus__Parabacteroides|Family__Tannerellaceae","Genus__Megamonas|Family__Selenomonadaceae","Genus__Thomasclavelia|Family__Erysipelatoclostridiaceae","Genus__Bacteroides|Family__Bacteroidaceae","Genus__Lactobacillus|Family__Lactobacillaceae","Genus__Ruthenibacterium|Family__Ruminococcaceae","Genus__Intestinibacter|Family__Peptostreptococcaceae","Genus__Enterocloster|Family__Lachnospiraceae","Genus__Akkermansia|Family__Akkermansiaceae","Genus__Streptococcus|Family__Streptococcaceae","Genus__Faecalibacterium|Family__Ruminococcaceae","Genus__[Clostridium] innocuum group|Family__Erysipelotrichaceae","Genus__Blautia|Family__Lachnospiraceae","Genus__Phascolarctobacterium|Family__Acidaminococcaceae","Genus__Limosilactobacillus|Family__Lactobacillaceae","Genus__[Ruminococcus] gnavus group|Family__Lachnospiraceae","Genus__Hungatella|Family__Lachnospiraceae","Genus__Ligilactobacillus|Family__Lactobacillaceae","Genus__Rhodococcus|Family__Nocardiaceae","Genus__Fusobacterium|Family__Fusobacteriaceae","Genus__Lysinibacillus|Family__Planococcaceae","Genus__Collinsella|Family__Coriobacteriaceae","Genus__Megasphaera|Family__Veillonellaceae","Genus__Mediterraneibacter|Family__Lachnospiraceae","Genus__Holdemanella|Family__Erysipelotrichaceae","Genus__Thiolinea|Family__Leucotrichaceae","Genus__Eggerthella|Family__Eggerthellaceae","Genus__Dialister|Family__Veillonellaceae","Genus__Flavonifractor|Family__Oscillospiraceae","Genus__UCG-002|Family__Oscillospiraceae","Genus__Veillonella|Family__Veillonellaceae","Genus__Marinibacterium|Family__Paracoccaceae","Genus__Rothia|Family__Micrococcaceae","Genus__Agathobacter|Family__Lachnospiraceae","Genus__Anaerobutyricum|Family__Lachnospiraceae","Genus__Bilophila|Family__Desulfovibrionaceae","Genus__Romboutsia|Family__Peptostreptococcaceae","Genus__Granulicatella|Family__Carnobacteriaceae","Genus__Cronobacter|Family__Enterobacteriaceae","Genus__Catenibacterium|Family__Erysipelatoclostridiaceae","Genus__Enorma|Family__Coriobacteriaceae","Genus__Staphylococcus|Family__Staphylococcaceae","Genus__Oscillibacter|Family__Oscillospiraceae","Genus__Massiliomicrobiota|Family__Erysipelatoclostridiaceae","Genus__Kluyvera|Family__Enterobacteriaceae","Genus__Clostridium|Family__Clostridiaceae","Genus__Lachnoclostridium|Family__Lachnospiraceae","Genus__Sellimonas|Family__Lachnospiraceae","Genus__Clostridioides|Family__Peptostreptococcaceae","Genus__Fusicatenibacter|Family__Lachnospiraceae","Genus__Colidextribacter|Family__Oscillospiraceae","Genus__UCG-005|Family__Oscillospiraceae","Genus__Ascidiaceihabitans|Family__Paracoccaceae","Genus__[Eubacterium] eligens group|Family__Lachnospiraceae","Genus__Brucella|Family__Rhizobiaceae","Genus__Dubosiella|Family__Erysipelotrichaceae","Genus__Oscillatoria|Family__Desertifilaceae","Genus__Lachnospiraceae NK4A136 group|Family__Lachnospiraceae","Genus__Coprococcus|Family__Lachnospiraceae","Genus__Dorea|Family__Lachnospiraceae","Genus__Pseudarthrobacter|Family__Micrococcaceae","Genus__Lacticaseibacillus|Family__Lactobacillaceae","Genus__Gemmiger|Family__Ruminococcaceae","Genus__Lachnospiraceae FCS020 group|Family__Lachnospiraceae","Genus__Acutalibacter|Family__Ruminococcaceae","Genus__Christensenellaceae R-7 group|Family__Christensenellaceae","Genus__Aeromicrobium|Family__Nocardioidaceae","Genus__Parvimonas|Family__Family XI","Genus__Scardovia|Family__Bifidobacteriaceae","Genus__Caproiciproducens|Family__Ruminococcaceae","Genus__Subdoligranulum|Family__Ruminococcaceae","Genus__Eisenbergiella|Family__Lachnospiraceae","Genus__NK4A214 group|Family__Oscillospiraceae","Genus__Yokenella|Family__Enterobacteriaceae","Genus__Parasutterella|Family__Sutterellaceae","Genus__Schaalia|Family__Actinomycetaceae","Genus__Coriobacteriaceae UCG-002|Family__Atopobiaceae","Genus__Agathobaculum|Family__Butyricicoccaceae","Genus__Sulfurospirillum|Family__Sulfurospirillaceae","Genus__Asaccharobacter|Family__Eggerthellaceae","Genus__Anaerostipes|Family__Lachnospiraceae","Genus__V9D2013 group|Family__Oscillospiraceae","Genus__Methylobacterium|Family__Beijerinckiaceae","Genus__Gordonibacter|Family__Eggerthellaceae","Genus__Prevotellaceae UCG-001|Family__Prevotellaceae","Genus__Vibrio|Family__Vibrionaceae","Genus__Family XIII AD3011 group|Family__Anaerovoracaceae","Genus__Roseburia|Family__Lachnospiraceae","Genus__Lachnospira|Family__Lachnospiraceae","Genus__Lancefieldella|Family__Atopobiaceae","Genus__HIMB11|Family__Paracoccaceae","Genus__Catenococcus|Family__Vibrionaceae","Genus__Faecalimonas|Family__Lachnospiraceae","Genus__Alloscardovia|Family__Bifidobacteriaceae","Genus__Erysipelotrichaceae UCG-003|Family__Erysipelatoclostridiaceae","Genus__Turicimonas|Family__Sutterellaceae","Genus__Sutterella|Family__Sutterellaceae","Genus__Anaerotruncus|Family__Ruminococcaceae","Genus__[Clostridium] methylpentosum group|Family__Ruminococcaceae","Genus__Tyzzerella|Family__Lachnospiraceae","Genus__Dysgonomonas|Family__Dysgonomonadaceae","Genus__Bacillus|Family__Bacillaceae","Genus__Adlercreutzia|Family__Eggerthellaceae","Genus__Monoglobus|Family__Monoglobaceae","Genus__Pseudoalteromonas|Family__Pseudoalteromonadaceae","Genus__UCG-008|Family__Butyricicoccaceae","Genus__Candidatus Soleaferrea|Family__Ruminococcaceae","Genus__Candidatus Saccharimonas|Family__Saccharimonadaceae","Genus__Anaerotignum|Family__Lachnospiraceae","Genus__Epulopiscium|Family__Lachnospiraceae","Genus__Abiotrophia|Family__Aerococcaceae","Genus__Olsenella|Family__Atopobiaceae","Genus__Extibacter|Family__Lachnospiraceae","Genus__Helicobacter|Family__Helicobacteraceae","Genus__Bradyrhizobium|Family__Xanthobacteraceae","Genus__Ruminococcus|Family__Ruminococcaceae","Genus__Cetobacterium|Family__Fusobacteriaceae","Genus__Gemella|Family__Gemellaceae","Genus__Eubacterium|Family__Eubacteriaceae","Genus__Flavobacterium|Family__Flavobacteriaceae","Genus__Macrococcus|Family__Staphylococcaceae","Genus__TM7x|Family__Saccharimonadaceae","Genus__Stenotrophomonas|Family__Lysobacteraceae","Genus__Pseudomonas|Family__Pseudomonadaceae","Genus__Litorimicrobium|Family__Paracoccaceae","Genus__F0332|Family__Actinomycetaceae","Genus__Brevundimonas|Family__Caulobacteraceae","Genus__Lachnospiraceae UCG-010|Family__Lachnospiraceae","Genus__Intestinimonas|Family__Oscillospiraceae","Genus__Pseudomethylobacillus|Family__Methylophilaceae","Genus__Tissierella|Family__Family XI","Genus__Desulfovibrio|Family__Desulfovibrionaceae","Genus__Lachnospiraceae ND3007 group|Family__Lachnospiraceae","Genus__HT002|Family__Lactobacillaceae","Genus__Pediococcus|Family__Lactobacillaceae","Genus__Faecalibaculum|Family__Erysipelotrichaceae","Genus__Pontibacter|Family__Hymenobacteraceae","Genus__Acinetobacter|Family__Moraxellaceae","Genus__Peptoclostridium|Family__Peptostreptococcaceae","Genus__Sphingomonas|Family__Sphingomonadaceae","Genus__Butyricimonas|Family__Marinifilaceae","Genus__Odoribacter|Family__Marinifilaceae","Genus__Hymenobacter|Family__Hymenobacteraceae","Genus__Corynebacterium|Family__Corynebacteriaceae","Genus__Croceibacterium|Family__Sphingomonadaceae","Genus__Paludicola|Family__Ruminococcaceae","Genus__Knoellia|Family__Intrasporangiaceae","Genus__Macellibacteroides|Family__Tannerellaceae","Genus__Anaerofilum|Family__Ruminococcaceae","Genus__[Eubacterium] brachy group|Family__Anaerovoracaceae","Genus__FD2005|Family__Lachnospiraceae","Genus__Leptotrichia|Family__Leptotrichiaceae","Genus__Catenisphaera|Family__Erysipelotrichaceae","Genus__Atopostipes|Family__Carnobacteriaceae","Genus__Companilactobacillus|Family__Lactobacillaceae","Genus__Citrobacter|Family__Enterobacteriaceae","Genus__SH-PL14|Family__Rubinisphaeraceae","Genus__[Eubacterium] ventriosum group|Family__Lachnospiraceae","Genus__Acidaminococcus|Family__Acidaminococcaceae","Genus__Iamia|Family__Iamiaceae","Genus__Rikenella|Family__Rikenellaceae","Genus__Tsuneonella|Family__Sphingomonadaceae","Genus__LNR A2-18|Family__Cloacimonadaceae","Genus__Ramlibacter|Family__Comamonadaceae","Genus__Longibaculum|Family__Erysipelatoclostridiaceae","Genus__Negativibacillus|Family__Ruminococcaceae","Genus__Agrobacterium|Family__Rhizobiaceae","Genus__Sulfuritortus|Family__Hydrogenophilaceae","Genus__Lachnospiraceae UCG-004|Family__Lachnospiraceae","Genus__Tractidigestivibacter|Family__Atopobiaceae","Genus__Pseudoduganella|Family__Oxalobacteraceae","Genus__[Eubacterium] siraeum group|Family__Ruminococcaceae","Genus__Devosia|Family__Devosiaceae","Genus__Arthrobacter|Family__Micrococcaceae","Genus__Solobacterium|Family__Erysipelotrichaceae","Genus__Micrococcus|Family__Micrococcaceae","Genus__Spirulina P7|Family__Paraspirulinaceae","Genus__Iodobacter|Family__Chitinibacteraceae","Genus__Propionispira|Family__Selenomonadaceae","Genus__Terrimonas|Family__Chitinophagaceae","Genus__Planctomicrobium|Family__Rubinisphaeraceae","Genus__Mycobacterium|Family__Mycobacteriaceae","Genus__Lactonifactor|Family__Lachnospiraceae","Genus__Peptococcus|Family__Peptococcaceae","Genus__Lactiplantibacillus|Family__Lactobacillaceae","Genus__Marivita|Family__Paracoccaceae","Genus__Arcobacter|Family__Arcobacteraceae","Genus__Raoultibacter|Family__Coriobacteriales Incertae Sedis","Genus__Salinihabitans|Family__Paracoccaceae","Genus__Lautropia|Family__Burkholderiaceae","Genus__Barnesiella|Family__Barnesiellaceae","Genus__Faecalicatena|Family__Lachnospiraceae","Genus__Faecalicoccus|Family__Erysipelotrichaceae","Genus__Neobacillus|Family__Bacillaceae","Genus__Limnobacter|Family__Burkholderiaceae","Genus__Lachnospiraceae UCG-009|Family__Lachnospiraceae","Genus__Marmoricola|Family__Nocardioidaceae","Genus__Novosphingobium|Family__Sphingomonadaceae","Genus__Clavibacter|Family__Microbacteriaceae","Genus__CAG-352|Family__Ruminococcaceae","Genus__Wolbachia|Family__Anaplasmataceae","Genus__Curvibacter|Family__Comamonadaceae","Genus__Gemmatimonas|Family__Gemmatimonadaceae","Genus__Turicibacter|Family__Erysipelotrichaceae","Genus__Holdemania|Family__Erysipelotrichaceae","Genus__Chryseobacterium|Family__Weeksellaceae","Genus__Luteolibacter|Family__Rubritaleaceae","Genus__Thalassotalea|Family__Colwelliaceae","Genus__Rubritalea|Family__Rubritaleaceae","Genus__UCG-003|Family__Oscillospiraceae","Genus__Phocea|Family__Ruminococcaceae","Genus__[Eubacterium] oxidoreducens group|Family__Lachnospiraceae","Genus__Hydrogenophaga|Family__Comamonadaceae","Genus__Desulfosudis|Family__Desulfosarcinaceae","Genus__Shuttleworthia|Family__Lachnospiraceae","Genus__Acetatifactor|Family__Lachnospiraceae","Genus__Shewanella|Family__Shewanellaceae","Genus__Petrimonas|Family__Dysgonomonadaceae","Genus__[Eubacterium] ruminantium group|Family__Lachnospiraceae","Genus__Phocaeicola|Family__Incertae Sedis","Genus__Aquincola|Family__Comamonadaceae","Genus__Leptospirillum|Family__Leptospirillaceae","Genus__Nautella|Family__Paracoccaceae","Genus__Frisingicoccus|Family__Lachnospiraceae","Genus__Pirellula|Family__Pirellulaceae","Genus__Faecalitalea|Family__Erysipelotrichaceae","Genus__Enhydrobacter|Family__Moraxellaceae","Genus__Sulfuricaulis|Family__Acidiferrobacteraceae","Genus__Leuconostoc|Family__Lactobacillaceae","Genus__Plesiomonas|Family__Enterobacteriaceae","Genus__Cloacibacillus|Family__Synergistaceae","Genus__Dyadobacter|Family__Spirosomataceae","Genus__Metallibacterium|Family__Rhodanobacteraceae","Genus__Psychrobacter|Family__Moraxellaceae","Genus__Leeia|Family__Leeiaceae","Genus__Nocardioides|Family__Nocardioidaceae","Genus__Myroides|Family__Flavobacteriaceae","Genus__Dankookia|Family__Acetobacteraceae"
"SRR17617531",677,4614,628,0,419,14203,152,58,75,871,20,856,25,529,14,34,0,96,97,1043,17,128,183,0,0,0,10,271,115,233,0,0,36,0,77,0,0,0,19,0,0,58,0,0,0,0,0,0,127,24,0,0,40,0,0,0,76,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,86,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617532",7375,1914,238,117,66,0,90,0,88,437,0,207,201,1018,37,123,117,96,790,0,38,1725,1035,0,27,0,0,0,0,134,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,370,0,49,38,0,55,0,17,0,0,0,0,0,0,0,39,0,0,0,0,28,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,39,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617533",24970,1977,189,415,262,228,57,627,0,124,35,85,0,119,23,49,28,61,14,72,0,0,38,0,0,19,0,49,23,81,0,0,18,382,0,0,33,0,0,0,0,0,0,0,97,0,0,0,0,28,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,77,78,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617534",4538,327,188,213,202,105,34,0,0,614,52,82,48,98,121,0,34,0,93,0,0,144,56,37,24,0,0,16,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,14,0,0,0,0,0,0,52,0,0,0,0,74,0,0,0,0,0,0,35,0,0,346,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,134,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,135,0,0,70,0,0,0,0,0,45,0,0,37,0,10,0,0,259,134,0,0,0,0,0,0,73,0,72,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,54,0,0,0,64,0,63,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,56,56,0,0,0,0,55,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,51,0,0,0,0,0,0,50,0,0,0,0,0,0
"SRR17617535",22698,2426,987,335,194,232,181,0,140,163,23,65,38,46,8,25,104,37,11,116,0,33,52,0,40,0,0,0,92,9,0,30,0,570,14,0,0,0,24,0,0,0,0,0,707,0,0,0,17,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617536",16534,416,259,146,2918,203,149,0,162,34,7911,98,331,113,286,443,191,221,161,69,403,26,88,0,0,0,0,448,35,226,1074,0,915,0,0,56,389,0,43,16,0,96,0,0,30,0,108,0,0,22,206,91,215,104,0,81,0,108,0,34,0,0,0,0,0,0,0,0,0,0,47,206,0,53,0,39,0,0,0,11,0,0,0,0,0,0,22,0,0,106,0,0,59,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,71,0,0,70,0,0,0,0,0,38,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617537",109,8420,860,0,62,809,124,17,117,3732,16,765,0,0,23,0,41,53,31,131,0,0,0,0,0,75,0,75,0,0,0,0,30,0,280,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,275,0,0,0,0,0,0,0,662,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617538",261,2570,1715,0,157,0,69,0,61,6233,42,127,0,92,10116,78,54,169,31,253,161,0,268,96,0,0,0,14,0,75,17,0,0,0,66,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,47,58,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617539",0,30,93,1809,0,171,0,0,124,42,0,0,0,0,0,93,0,0,105,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,215,0,0,0,0,0,52,0,0,0,77,0,0,0,0,32,0,0,0,0,0,177,0,0,0,0,0,0,0,331,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,33,36,0,131,53,0,80,0,0,0,115,0,0,0,92,0,0,0,91,0,0,45,0,0,25,0,88,0,0,0,0,0,0,68,33,38,0,0,0,0,0,0,58,0,0,102,0,0,64,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,131,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,58,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617540",885,201,1915,22,106,23,5540,0,32,662,0,14,0,23,6,30,95,63,0,10,0,199,49,6,0,7466,0,0,0,0,0,0,6,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617541",427,811,92,61,200,423,300,39,35,1587,31,59,84,141,1101,34,449,29,314,178,0,11,0,53,5,61,0,485,0,30,0,0,58,12,34,79,69,0,26,0,0,18,85,0,0,0,0,0,0,0,0,76,232,0,95,96,148,132,0,56,0,1045,0,600,116,52,0,0,106,0,154,104,0,0,0,0,87,0,39,0,0,0,120,96,0,107,0,0,0,0,0,0,0,83,102,0,0,0,0,0,0,0,73,0,0,0,0,0,132,152,0,0,0,0,0,114,0,0,0,53,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,43,48,0,0,0,0,75,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR17617542",182,323,10757,14,125,24,152,0,87,3217,67,0,82,53,10,189,41,0,19,0,168,27,0,0,0,0,0,22,0,0,0,0,28,0,0,0,0,0,128,0,0,0,0,70,0,24,0,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
