"Run_ID","Genus__Bacteroides|Family__Bacteroidaceae","Genus__Streptococcus|Family__Streptococcaceae","Genus__Massiliprevotella|Family__Prevotellaceae","Genus__Blautia|Family__Lachnospiraceae","Genus__Ruminococcus|Family__Ruminococcaceae","Genus__Mediterraneibacter|Family__Lachnospiraceae","Genus__Catenisphaera|Family__Erysipelotrichaceae","Genus__Acidaminococcus|Family__Acidaminococcaceae","Genus__Lachnospiraceae NK4A136 group|Family__Lachnospiraceae","Genus__Intestinibacter|Family__Peptostreptococcaceae","Genus__Agathobacter|Family__Lachnospiraceae","Genus__Enterocloster|Family__Lachnospiraceae","Genus__[Ruminococcus] gnavus group|Family__Lachnospiraceae","Genus__Campylobacter|Family__Campylobacteraceae","Genus__Dialister|Family__Veillonellaceae","Genus__Anaerobutyricum|Family__Lachnospiraceae","Genus__Citrobacter|Family__Enterobacteriaceae","Genus__Alistipes|Family__Rikenellaceae","Genus__Christensenellaceae R-7 group|Family__Christensenellaceae","Genus__Enterococcus|Family__Enterococcaceae","Genus__Akkermansia|Family__Akkermansiaceae","Genus__Holdemanella|Family__Erysipelotrichaceae","Genus__Catenibacterium|Family__Erysipelatoclostridiaceae","Genus__Barnesiella|Family__Barnesiellaceae","Genus__Anaerostipes|Family__Lachnospiraceae","Genus__Absiella|Family__Erysipelotrichaceae","Genus__[Clostridium] innocuum group|Family__Erysipelotrichaceae","Genus__Oscillibacter|Family__Oscillospiraceae","Genus__Flavonifractor|Family__Oscillospiraceae","Genus__Parabacteroides|Family__Tannerellaceae","Genus__Romboutsia|Family__Peptostreptococcaceae","Genus__Coprobacter|Family__Barnesiellaceae","Genus__Paraprevotella|Family__Prevotellaceae","Genus__Faecalibacterium|Family__Ruminococcaceae","Genus__Lachnoclostridium|Family__Lachnospiraceae","Genus__Thomasclavelia|Family__Erysipelatoclostridiaceae","Genus__UCG-002|Family__Oscillospiraceae","Genus__Coprococcus|Family__Lachnospiraceae","Genus__Roseburia|Family__Lachnospiraceae","Genus__NK4A214 group|Family__Oscillospiraceae","Genus__Collinsella|Family__Coriobacteriaceae","Genus__Fusicatenibacter|Family__Lachnospiraceae","Genus__Ruthenibacterium|Family__Ruminococcaceae","Genus__Gemmiger|Family__Ruminococcaceae","Genus__Lactococcus|Family__Streptococcaceae","Genus__Escherichia-Shigella|Family__Enterobacteriaceae","Genus__Kosakonia|Family__Enterobacteriaceae","Genus__[Eubacterium] siraeum group|Family__Ruminococcaceae","Genus__Terrisporobacter|Family__Peptostreptococcaceae","Genus__Tyzzerella|Family__Lachnospiraceae","Genus__Phascolarctobacterium|Family__Acidaminococcaceae","Genus__Eisenbergiella|Family__Lachnospiraceae","Genus__Sutterella|Family__Sutterellaceae","Genus__Parasutterella|Family__Sutterellaceae","Genus__Monoglobus|Family__Monoglobaceae","Genus__CAG-56|Family__Lachnospiraceae","Genus__Limosilactobacillus|Family__Lactobacillaceae","Genus__Lachnospiraceae UCG-010|Family__Lachnospiraceae","Genus__Dorea|Family__Lachnospiraceae","Genus__Negativibacillus|Family__Ruminococcaceae","Genus__Lachnospiraceae ND3007 group|Family__Lachnospiraceae","Genus__Acutalibacter|Family__Ruminococcaceae","Genus__Schaalia|Family__Actinomycetaceae","Genus__Agathobaculum|Family__Butyricicoccaceae","Genus__Clostridium|Family__Clostridiaceae","Genus__Sellimonas|Family__Lachnospiraceae","Genus__Lactobacillus|Family__Lactobacillaceae","Genus__Turicibacter|Family__Erysipelotrichaceae","Genus__[Ruminococcus] gauvreauii group|Family__Lachnospiraceae","Genus__Hungatella|Family__Lachnospiraceae","Genus__Colidextribacter|Family__Oscillospiraceae","Genus__Coprobacillus|Family__Erysipelatoclostridiaceae","Genus__[Eubacterium] xylanophilum group|Family__Lachnospiraceae","Genus__Klebsiella|Family__Enterobacteriaceae","Genus__Eggerthella|Family__Eggerthellaceae","Genus__[Eubacterium] eligens group|Family__Lachnospiraceae","Genus__Peptococcus|Family__Peptococcaceae","Genus__[Eubacterium] oxidoreducens group|Family__Lachnospiraceae","Genus__Erysipelotrichaceae UCG-003|Family__Erysipelatoclostridiaceae","Genus__Family XIII UCG-001|Family__Anaerovoracaceae","Genus__Merdibacter|Family__Erysipelotrichaceae","Genus__Lachnospiraceae FCS020 group|Family__Lachnospiraceae","Genus__Allisonella|Family__Veillonellaceae","Genus__Butyribacter|Family__Lachnospiraceae","Genus__Family XIII AD3011 group|Family__Anaerovoracaceae","Genus__Marvinbryantia|Family__Lachnospiraceae","Genus__Lactiplantibacillus|Family__Lactobacillaceae","Genus__Zag_111|Family__Gastranaerophilaceae","Genus__Holdemania|Family__Erysipelotrichaceae","Genus__Veillonella|Family__Veillonellaceae","Genus__Odoribacter|Family__Marinifilaceae","Genus__Anaerotruncus|Family__Ruminococcaceae","Genus__Faecalimonas|Family__Lachnospiraceae","Genus__Staphylococcus|Family__Staphylococcaceae","Genus__Megasphaera|Family__Veillonellaceae","Genus__CAG-196|Family__Gastranaerophilaceae","Genus__Bilophila|Family__Desulfovibrionaceae","Genus__Robinsoniella|Family__Lachnospiraceae","Genus__Haemophilus|Family__Pasteurellaceae","Genus__Dielma|Family__Erysipelotrichaceae","Genus__CHKCI002|Family__Eggerthellaceae","Genus__Gemella|Family__Gemellaceae","Genus__[Clostridium] methylpentosum group|Family__Ruminococcaceae","Genus__Intestinimonas|Family__Oscillospiraceae","Genus__Prevotella|Family__Prevotellaceae","Genus__Ligilactobacillus|Family__Lactobacillaceae","Genus__Massiliomicrobiota|Family__Erysipelatoclostridiaceae","Genus__UCG-005|Family__Oscillospiraceae","Genus__Propionibacterium|Family__Propionibacteriaceae","Genus__Succiniclasticum|Family__Acidaminococcaceae","Genus__TM7x|Family__Saccharimonadaceae","Genus__Defluviitaleaceae UCG-011|Family__Defluviitaleaceae","Genus__Frisingicoccus|Family__Lachnospiraceae","Genus__Actinomyces|Family__Actinomycetaceae","Genus__Lacticaseibacillus|Family__Lactobacillaceae","Genus__Paludicola|Family__Ruminococcaceae","Genus__Lachnospiraceae UCG-004|Family__Lachnospiraceae","Genus__Candidatus Soleaferrea|Family__Ruminococcaceae","Genus__Latilactobacillus|Family__Lactobacillaceae","Genus__Asaccharobacter|Family__Eggerthellaceae","Genus__Howardella|Family__Lachnospiraceae","Genus__GCA-900066575|Family__Lachnospiraceae","Genus__Parvimonas|Family__Family XI","Genus__Candidatus Saccharimonas|Family__Saccharimonadaceae","Genus__Xylanibacter|Family__Prevotellaceae","Genus__Bifidobacterium|Family__Bifidobacteriaceae","Genus__Lancefieldella|Family__Atopobiaceae"
"SRR6480283",10034,542,0,1174,460,1040,0,1569,111,0,801,144,0,0,4452,506,0,720,0,0,0,2575,0,949,403,0,0,21,106,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,582,106,0,0,0,0,0,0,71,0,0,0,0,0,0,155,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6480284",6150,0,0,1158,446,212,0,1530,0,0,970,36,0,0,2393,1825,0,2210,0,0,0,772,0,1695,703,0,0,112,114,600,0,0,0,0,50,0,54,0,92,0,0,0,0,0,0,0,0,114,0,0,0,0,0,239,71,0,0,0,0,0,0,23,0,82,0,0,0,0,82,0,38,0,0,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,138,0,0,92,94,0,0,14,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"SRR6480285",7195,413,296,0,69,1018,0,0,283,0,0,39,15121,5640,210,0,0,119,0,0,0,0,0,1065,0,0,0,0,0,257,0,166,0,0,0,0,484,641,0,294,0,0,0,55,0,1042,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,32,99,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,83,0,0,0,0,75,0,0,87,0,0,0,0,70,0,0,0,56,0,0,0,0,0,0,0,0,0,27,0,0,0
"SRR6480286",12642,0,0,158,0,560,0,0,251,0,202,354,0,868,0,121,0,0,0,0,0,0,0,507,198,0,0,0,0,654,405,214,0,0,451,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,245,47,0,0,0,0,37,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6480287",11856,2738,0,346,0,0,0,2199,0,43,1126,0,451,0,757,0,0,0,0,46,0,0,0,0,450,0,174,31,287,0,0,0,0,0,245,114,0,278,0,0,0,2124,0,35,0,197,0,0,0,127,0,0,387,0,0,0,0,0,0,0,0,9,0,0,0,0,44,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,141,0,0,0,0,0,0,0,0,0,0,0,21,0,29,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6480288",29176,0,0,917,0,0,0,0,0,0,0,0,2192,0,0,0,0,0,0,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6480289",12929,461,0,3737,0,107,0,226,0,0,0,1428,940,0,18,213,0,0,62,414,0,0,0,0,968,0,145,181,748,0,0,0,0,0,2945,437,0,85,0,0,0,141,342,0,0,50,0,0,0,1762,0,0,223,0,64,0,0,0,0,0,0,739,121,0,0,0,0,0,0,0,140,0,0,0,34,0,0,0,0,0,201,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0
"SRR6480290",8336,1225,0,176,0,1310,0,3727,15,121,0,42,0,0,4846,389,0,1290,0,0,439,1805,0,530,497,0,0,621,547,353,0,0,0,179,0,0,1638,0,0,0,0,0,281,0,0,141,0,0,0,27,0,74,0,0,0,0,0,0,0,904,0,62,0,0,0,0,0,0,18,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,73,0,0,139,0,0,0,122,121,0,0,106,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
"SRR6480291",12580,76,0,269,0,551,0,0,53,0,716,191,166,0,408,704,0,56,0,0,0,0,0,573,467,0,0,0,0,312,183,60,0,0,159,63,10,0,218,0,0,165,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,173,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6480292",12314,1388,0,64,0,218,0,0,0,0,0,0,5507,0,0,0,0,0,0,0,2037,0,0,0,675,0,0,0,0,0,0,0,0,0,1147,0,0,2273,0,0,0,0,0,0,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,65,211,0,0,0,28,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR6480293",1087,75,0,12229,0,113,0,0,0,0,0,0,2974,0,0,1105,0,0,0,0,0,0,0,0,822,0,0,0,0,0,0,0,0,0,21,0,0,3239,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,262,0,0,0,98,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0
"SRR6480294",13049,52,0,507,3177,695,0,0,0,0,0,0,0,0,0,448,0,3011,0,0,0,283,0,395,1147,0,0,92,52,921,196,232,0,0,64,33,148,60,0,0,0,0,100,0,0,0,0,122,0,0,1208,44,0,0,0,0,0,0,112,0,0,133,0,28,0,0,0,0,310,0,76,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,141,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
