"Run_ID","Genus__Enterococcus|Family__Enterococcaceae","Genus__Bacteroides|Family__Bacteroidaceae","Genus__Streptococcus|Family__Streptococcaceae","Genus__Escherichia-Shigella|Family__Enterobacteriaceae","Genus__Akkermansia|Family__Akkermansiaceae","Genus__Blautia|Family__Lachnospiraceae","Genus__Staphylococcus|Family__Staphylococcaceae","Genus__Pseudomonas|Family__Pseudomonadaceae","Genus__Faecalibacterium|Family__Ruminococcaceae","Genus__Agathobacter|Family__Lachnospiraceae","Genus__Bifidobacterium|Family__Bifidobacteriaceae","Genus__Gemmiger|Family__Ruminococcaceae","Genus__Parabacteroides|Family__Tannerellaceae","Genus__Lactococcus|Family__Streptococcaceae","Genus__Lacticaseibacillus|Family__Lactobacillaceae","Genus__Alistipes|Family__Rikenellaceae","Genus__Ruminococcus|Family__Ruminococcaceae","Genus__Leuconostoc|Family__Lactobacillaceae","Genus__Enterocloster|Family__Lachnospiraceae","Genus__Achromobacter|Family__Alcaligenaceae","Genus__Collinsella|Family__Coriobacteriaceae","Genus__[Clostridium] innocuum group|Family__Erysipelotrichaceae","Genus__CAG-352|Family__Ruminococcaceae","Genus__Mediterraneibacter|Family__Lachnospiraceae","Genus__Klebsiella|Family__Enterobacteriaceae","Genus__Erysipelotrichaceae UCG-003|Family__Erysipelatoclostridiaceae","Genus__Dellaglioa|Family__Lactobacillaceae","Genus__Anaerostipes|Family__Lachnospiraceae","Genus__Eubacterium|Family__Eubacteriaceae","Genus__Fusicatenibacter|Family__Lachnospiraceae","Genus__Latilactobacillus|Family__Lactobacillaceae","Genus__Romboutsia|Family__Peptostreptococcaceae","Genus__Citrobacter|Family__Enterobacteriaceae","Genus__Thomasclavelia|Family__Erysipelatoclostridiaceae","Genus__Methanobrevibacter|Family__Methanobacteriaceae","Genus__Parasutterella|Family__Sutterellaceae","Genus__Acinetobacter|Family__Moraxellaceae","Genus__Segatella|Family__Prevotellaceae","Genus__Dorea|Family__Lachnospiraceae","Genus__[Ruminococcus] gauvreauii group|Family__Lachnospiraceae","Genus__Acutalibacter|Family__Ruminococcaceae","Genus__Anaerobutyricum|Family__Lachnospiraceae","Genus__[Ruminococcus] gnavus group|Family__Lachnospiraceae","Genus__Clostridium|Family__Clostridiaceae","Genus__Megasphaera|Family__Veillonellaceae","Genus__Eggerthella|Family__Eggerthellaceae","Genus__Holdemanella|Family__Erysipelotrichaceae","Genus__Ruthenibacterium|Family__Ruminococcaceae","Genus__Clostridioides|Family__Peptostreptococcaceae","Genus__CAG-196|Family__Gastranaerophilaceae","Genus__Extibacter|Family__Lachnospiraceae","Genus__Acidaminococcus|Family__Acidaminococcaceae","Genus__Odoribacter|Family__Marinifilaceae","Genus__Novosphingobium|Family__Sphingomonadaceae","Genus__Catenibacterium|Family__Erysipelatoclostridiaceae","Genus__Faecalicatena|Family__Lachnospiraceae","Genus__Colidextribacter|Family__Oscillospiraceae","Genus__Sellimonas|Family__Lachnospiraceae","Genus__Lachnoclostridium|Family__Lachnospiraceae","Genus__Lachnospiraceae ND3007 group|Family__Lachnospiraceae","Genus__Phascolarctobacterium|Family__Acidaminococcaceae","Genus__Proteus|Family__Morganellaceae","Genus__Granulicatella|Family__Carnobacteriaceae","Genus__Dielma|Family__Erysipelotrichaceae","Genus__Negativibacillus|Family__Ruminococcaceae","Genus__UCG-002|Family__Oscillospiraceae","Genus__Lachnospiraceae UCG-010|Family__Lachnospiraceae","Genus__Sutterella|Family__Sutterellaceae","Genus__Barnesiella|Family__Barnesiellaceae","Genus__Faecalitalea|Family__Erysipelotrichaceae","Genus__Desulfovibrio|Family__Desulfovibrionaceae","Genus__[Eubacterium] brachy group|Family__Anaerovoracaceae","Genus__Bilophila|Family__Desulfovibrionaceae","Genus__[Eubacterium] siraeum group|Family__Ruminococcaceae","Genus__Asaccharobacter|Family__Eggerthellaceae","Genus__Paraprevotella|Family__Prevotellaceae","Genus__Flavonifractor|Family__Oscillospiraceae","Genus__Coprococcus|Family__Lachnospiraceae","Genus__Roseburia|Family__Lachnospiraceae","Genus__Faecalicoccus|Family__Erysipelotrichaceae","Genus__Lachnospiraceae NK4A136 group|Family__Lachnospiraceae","Genus__Eisenbergiella|Family__Lachnospiraceae","Genus__Succinivibrio|Family__Succinivibrionaceae","Genus__Subdoligranulum|Family__Ruminococcaceae","Genus__Oscillibacter|Family__Oscillospiraceae","Genus__UC5-1-2E3|Family__Lachnospiraceae","Genus__Christensenellaceae R-7 group|Family__Christensenellaceae","Genus__[Eubacterium] eligens group|Family__Lachnospiraceae","Genus__[Eubacterium] ruminantium group|Family__Lachnospiraceae","Genus__Longibaculum|Family__Erysipelatoclostridiaceae","Genus__UCG-005|Family__Oscillospiraceae","Genus__Carnobacterium|Family__Carnobacteriaceae","Genus__Intestinimonas|Family__Oscillospiraceae","Genus__CHKCI001|Family__Lachnospiraceae","Genus__Hungatella|Family__Lachnospiraceae","Genus__Intestinibacter|Family__Peptostreptococcaceae","Genus__[Eubacterium] ventriosum group|Family__Lachnospiraceae","Genus__Faecalibaculum|Family__Erysipelotrichaceae","Genus__Monoglobus|Family__Monoglobaceae","Genus__NK4A214 group|Family__Oscillospiraceae","Genus__Solobacterium|Family__Erysipelotrichaceae","Genus__Faecalimonas|Family__Lachnospiraceae","Genus__Marvinbryantia|Family__Lachnospiraceae","Genus__Massiliomicrobiota|Family__Erysipelatoclostridiaceae","Genus__Weissella|Family__Lactobacillaceae","Genus__GCA-900066575|Family__Lachnospiraceae","Genus__Fusobacterium|Family__Fusobacteriaceae","Genus__Dialister|Family__Veillonellaceae","Genus__Lawsonella|Family__Corynebacteriaceae","Genus__Fournierella|Family__Ruminococcaceae","Genus__Massiliprevotella|Family__Prevotellaceae","Genus__Agathobaculum|Family__Butyricicoccaceae","Genus__Senegalimassilia|Family__Eggerthellaceae","Genus__Priestia|Family__Bacillaceae","Genus__Leyella|Family__Prevotellaceae","Genus__Peptococcus|Family__Peptococcaceae","Genus__Anaerotruncus|Family__Ruminococcaceae","Genus__Lachnospira|Family__Lachnospiraceae","Genus__Zag_111|Family__Gastranaerophilaceae","Genus__Frisingicoccus|Family__Lachnospiraceae","Genus__Family XIII AD3011 group|Family__Anaerovoracaceae","Genus__Lactobacillus|Family__Lactobacillaceae","Genus__Coprobacillus|Family__Erysipelatoclostridiaceae","Genus__UCG-003|Family__Oscillospiraceae","Genus__Terrisporobacter|Family__Peptostreptococcaceae","Genus__Lachnospiraceae UCG-009|Family__Lachnospiraceae","Genus__Christensenella|Family__Christensenellaceae","Genus__Butyricimonas|Family__Marinifilaceae","Genus__Tyzzerella|Family__Lachnospiraceae","Genus__Lachnospiraceae UCG-004|Family__Lachnospiraceae","Genus__CAG-56|Family__Lachnospiraceae","Genus__Parolsenella|Family__Atopobiaceae","Genus__Butyribacter|Family__Lachnospiraceae","Genus__Ligilactobacillus|Family__Lactobacillaceae","Genus__Slackia|Family__Eggerthellaceae","Genus__Raoultella|Family__Enterobacteriaceae","Genus__Sarcina|Family__Clostridiaceae","Genus__UCG-004|Family__Erysipelatoclostridiaceae","Genus__Gordonibacter|Family__Eggerthellaceae","Genus__Lachnospiraceae UCG-002|Family__Lachnospiraceae","Genus__Howardella|Family__Lachnospiraceae","Genus__Turicibacter|Family__Erysipelotrichaceae","Genus__[Eubacterium] xylanophilum group|Family__Lachnospiraceae","Genus__Lachnospiraceae NK3A20 group|Family__Lachnospiraceae","Genus__UCG-008|Family__Butyricicoccaceae","Genus__Holdemania|Family__Erysipelotrichaceae","Genus__Phreatobacter|Family__Hyphomicrobiales Incertae Sedis","Genus__Methanosphaera|Family__Methanobacteriaceae","Genus__HT002|Family__Lactobacillaceae","Genus__Hydrotalea|Family__Chitinophagaceae","Genus__Peptoclostridium|Family__Peptostreptococcaceae","Genus__Veillonella|Family__Veillonellaceae","Genus__Prevotellaceae NK3B31 group|Family__Prevotellaceae","Genus__Parascardovia|Family__Bifidobacteriaceae","Genus__Levilactobacillus|Family__Lactobacillaceae","Genus__Adlercreutzia|Family__Eggerthellaceae","Genus__GCA-900066755|Family__Lachnospiraceae","Genus__DTU089|Family__Ruminococcaceae","Genus__Denitratisoma|Family__Rhodocyclaceae","Genus__Lachnospiraceae AC2044 group|Family__Lachnospiraceae","Genus__Coprobacter|Family__Barnesiellaceae","Genus__Raoultibacter|Family__Coriobacteriales Incertae Sedis","Genus__Limosilactobacillus|Family__Lactobacillaceae","Genus__Oscillospira|Family__Oscillospiraceae","Genus__Cutibacterium|Family__Propionibacteriaceae","Genus__Harryflintia|Family__Ruminococcaceae","Genus__Shuttleworthia|Family__Lachnospiraceae","Genus__Periweissella|Family__Lactobacillaceae","Genus__Defluviitaleaceae UCG-011|Family__Defluviitaleaceae","Genus__Family XIII UCG-001|Family__Anaerovoracaceae","Genus__Exiguobacterium|Family__Exiguobacteraceae","Genus__Anaerococcus|Family__Family XI","Genus__Paludicola|Family__Ruminococcaceae","Genus__Lachnospiraceae FCS020 group|Family__Lachnospiraceae","Genus__Pediococcus|Family__Lactobacillaceae","Genus__Anaerofustis|Family__Anaerofustaceae","Genus__Corynebacterium|Family__Corynebacteriaceae","Genus__Catenibacillus|Family__Lachnospiraceae","Genus__Parvimonas|Family__Family XI","Genus__Lachnospiraceae UCG-003|Family__Lachnospiraceae","Genus__Alicyclobacillus|Family__Alicyclobacillaceae","Genus__Olsenella|Family__Atopobiaceae","Genus__Cloacibacillus|Family__Synergistaceae","Genus__Varibaculum|Family__Actinomycetaceae","Genus__Mogibacterium|Family__Anaerovoracaceae","Genus__Rothia|Family__Micrococcaceae","Genus__Schaalia|Family__Actinomycetaceae","Genus__Lonsdalea|Family__Pectobacteriaceae","Genus__[Clostridium] methylpentosum group|Family__Ruminococcaceae","Genus__Haemophilus|Family__Pasteurellaceae","Genus__Tractidigestivibacter|Family__Atopobiaceae","Genus__Hydrogenoanaerobacterium|Family__Ruminococcaceae","Genus__Lactonifactor|Family__Lachnospiraceae","Genus__Catenisphaera|Family__Erysipelotrichaceae","Genus__Porphyromonas|Family__Porphyromonadaceae","Genus__Angelakisella|Family__Ruminococcaceae","Genus__Finegoldia|Family__Family XI","Genus__Fructilactobacillus|Family__Lactobacillaceae","Genus__Sphingobium|Family__Sphingomonadaceae","Genus__Merdibacter|Family__Erysipelotrichaceae","Genus__Bradyrhizobium|Family__Xanthobacteraceae","Genus__CHKCI002|Family__Eggerthellaceae","Genus__Anaerovorax|Family__Anaerovoracaceae","Genus__Paucilactobacillus|Family__Lactobacillaceae","Genus__Rikenellaceae RC9 gut group|Family__Rikenellaceae","Genus__UCG-009|Family__Butyricicoccaceae","Genus__Anaerofilum|Family__Ruminococcaceae","Genus__Gemella|Family__Gemellaceae","Genus__Amedibacillus|Family__Erysipelotrichaceae","Genus__Succiniclasticum|Family__Acidaminococcaceae","Genus__Lentilactobacillus|Family__Lactobacillaceae","Genus__Candidatus Soleaferrea|Family__Ruminococcaceae","Genus__Actinomyces|Family__Actinomycetaceae","Genus__Scardovia|Family__Bifidobacteriaceae","Genus__Asteroleplasma|Family__Erysipelatoclostridiaceae","Genus__Pygmaiobacter|Family__Ruminococcaceae","Genus__Pseudoflavonifractor|Family__Oscillospiraceae","Genus__Propionibacterium|Family__Propionibacteriaceae","Genus__Phocea|Family__Ruminococcaceae","Genus__Oxalobacter|Family__Oxalobacteraceae","Genus__Ruminiclostridium|Family__Oscillospiraceae","Genus__Robinsoniella|Family__Lachnospiraceae","Genus__Sediminibacterium|Family__Chitinophagaceae","Genus__Paeniclostridium|Family__Peptostreptococcaceae","Genus__Peptoniphilus|Family__Family XI","Genus__Allisonella|Family__Veillonellaceae","Genus__Helcococcus|Family__Family XI","Genus__Victivallis|Family__Victivallaceae","Genus__Ralstonia|Family__Burkholderiaceae","Genus__Papillibacter|Family__Oscillospiraceae","Genus__Enteroscipio|Family__Eggerthellaceae","Genus__Anaeroplasma|Family__Acholeplasmataceae","Genus__Butyricicoccus|Family__Butyricicoccaceae","Genus__Alloscardovia|Family__Bifidobacteriaceae","Genus__Lachnospiraceae NK4B4 group|Family__Lachnospiraceae","Genus__Hoylesella|Family__Prevotellaceae","Genus__Prevotella|Family__Prevotellaceae","Genus__Acetanaerobacterium|Family__Ethanoligenenaceae","Genus__Gleimia|Family__Actinomycetaceae","Genus__Peptostreptococcus|Family__Peptostreptococcaceae","Genus__Fenollaria|Family__Family XI","Genus__Chryseobacterium|Family__Weeksellaceae","Genus__Caproiciproducens|Family__Ruminococcaceae","Genus__Lancefieldella|Family__Atopobiaceae","Genus__Muricomes|Family__Lachnospiraceae","Genus__Cetobacterium|Family__Fusobacteriaceae","Genus__Pyramidobacter|Family__Synergistaceae","Genus__Anaerorhabdus|Family__Erysipelotrichaceae","Genus__Gabonibacter|Family__Marinifilaceae","Genus__Dubosiella|Family__Erysipelotrichaceae","Genus__TM7x|Family__Saccharimonadaceae","Genus__Liquorilactobacillus|Family__Lactobacillaceae","Genus__A2|Family__Lachnospiraceae"
"SRR25819680",5,4692,544,0,2,4240,0,0,1491,2409,1430,2922,1253,3,17,1053,2803,0,49,0,1134,4,0,1401,0,0,0,362,0,993,0,489,0,25,0,9,0,424,167,0,2082,917,8,29,0,42,3272,58,0,0,759,0,63,0,0,0,99,82,56,42,0,0,7,0,78,452,143,57,0,2,0,114,80,338,74,629,287,320,31,0,11,4,0,0,237,0,466,0,0,0,501,0,287,0,3,284,57,35,84,404,0,0,196,69,0,0,0,567,0,2,0,23,297,0,0,4,1,19,0,78,74,0,0,101,0,0,0,0,67,0,0,0,33,0,0,0,0,0,14,0,0,3,0,202,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,25,0,64,4,0,0,43,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR25819681",0,6150,291,844,2,7191,0,0,1546,980,844,1057,727,47,12,125,562,0,29,9,202,26,0,3542,3945,500,0,2528,0,4475,0,351,0,70,0,168,12,0,1228,1134,387,756,59,799,0,46,0,20,0,0,0,0,37,0,0,3,261,0,56,0,200,1,0,0,57,0,202,18,0,142,0,0,65,0,50,0,142,278,402,0,150,25,0,545,40,0,0,25,0,32,22,0,4,0,0,114,369,61,11,169,0,0,7,0,0,0,0,0,0,0,0,110,0,0,0,2,3,124,0,66,20,0,0,8,0,0,0,47,0,9,0,0,10,0,0,0,0,0,19,0,0,3,24,0,0,25,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,34,29,0,13,0,26,0,0,0,0,0,0,0,0,3,0,0,8,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR25819682",67,4964,748,1,47,3055,0,0,4735,4607,3188,1269,503,470,10,478,2332,3,99,0,1126,4,0,730,0,299,0,1218,0,1119,1,208,0,2,0,6,0,0,613,378,198,563,10,21,0,4,0,5,0,0,0,0,61,0,0,0,28,10,125,312,346,0,0,0,16,219,27,62,71,0,2,3,65,235,32,0,5,1222,538,0,350,0,0,0,26,0,137,206,55,0,87,0,6,0,0,252,142,58,188,126,0,13,12,0,0,0,0,0,0,0,0,211,0,0,0,0,0,262,0,18,27,0,0,51,337,0,0,0,0,55,244,0,165,0,74,0,0,0,1,0,32,9,60,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR25819683",31,1401,206,3,2,7732,0,0,55,0,3,8613,1969,4,0,507,387,0,33,0,194,300,0,2681,0,3,0,38,31,0,0,16,0,2,554,0,0,62,0,0,86,233,4,8,0,1109,2379,55,0,0,774,0,42,0,0,0,26,552,347,0,119,0,0,0,49,77,0,0,450,0,0,1430,0,0,0,413,15,6,158,0,0,64,0,0,69,3,306,0,0,0,116,0,0,0,18,7,0,27,0,274,0,0,0,0,0,0,0,0,0,22,0,9,0,0,0,0,26,0,0,292,603,3,46,0,0,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,147,0,28,0,0,0,11,0,31,0,29,29,0,100,34,0,0,5,0,0,0,0,48,0,0,0,0,0,0,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR25819684",13,75,4019,6,24,22,1008,16,0,0,41,2,0,13898,3282,0,17,61,5,0,0,2,0,14,151,0,0,5,2,0,0,102,0,6,0,0,27,0,0,0,0,2,0,40,0,0,0,0,0,0,0,1,0,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,22,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,152,0,6,0,0,0,0,0,66,0,0,0,0,190,0,0,171,0,0,0,0,0,0,0,0,143,0,0,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"SRR25819685",909,2923,0,91,6,3954,18,0,71,0,13,1,607,6,606,759,1,2,1584,0,51,4192,0,833,0,0,0,6,390,0,3,4,0,2628,0,185,0,0,0,0,34,3,0,8,0,116,1109,937,23,0,2,53,67,0,0,36,113,1231,1565,0,440,0,0,0,0,0,34,164,0,0,84,71,47,0,0,0,143,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,13,0,0,0,25,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,322,111,0,0,0,0,0,101,0,0,0,0,76,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,146,37,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"SRR25819686",546,20845,79,127,7,16126,0,0,822,0,1379,161,2503,15,0,2470,0,0,137,0,2,469,0,3629,3,0,0,6493,282,0,0,59,0,20,0,0,0,0,94,214,836,3478,1745,15,1704,397,0,89,0,0,27,931,255,0,0,2,16,905,233,0,562,0,0,12,416,101,0,138,0,0,0,117,891,0,34,0,213,0,112,0,168,12,0,0,314,0,0,0,0,0,0,0,77,0,0,0,0,19,0,0,0,0,0,36,0,0,0,0,0,47,0,41,0,0,34,84,14,0,0,0,40,6,23,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR25819687",0,6283,575,32,9,10624,0,0,4930,2457,1094,3559,1023,78,17,1374,1047,6,362,0,2094,8,6019,4228,8,0,0,1003,0,558,4,118,0,101,839,195,0,0,2,0,332,1414,5,289,0,11,4016,148,0,0,752,71,379,0,0,6,553,69,377,941,753,0,0,0,88,133,169,110,0,0,343,48,208,19,179,0,302,646,871,0,232,13,0,0,243,2,1257,183,802,0,148,0,369,0,6,118,521,54,309,536,0,0,524,24,0,33,0,0,0,0,0,178,0,0,0,86,45,91,0,297,143,0,0,113,0,0,17,77,0,34,396,0,119,0,191,0,0,0,0,0,75,89,192,0,0,28,0,0,0,0,0,0,0,0,0,0,8,0,0,0,36,5,0,107,0,14,0,0,39,91,0,0,20,8,0,16,0,12,0,0,0,0,77,0,0,0,0,0,16,0,0,59,0,0,0,56,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,30,0,8,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0
"SRR25819688",0,4930,104,49,621,3055,0,0,34,0,1587,7288,1484,13,7,1637,72,0,270,0,368,380,0,437,0,56,0,36,196,0,0,126,0,5,1,201,0,0,8,129,220,36,3,16,1541,245,0,157,29,0,584,1,0,0,0,4,153,65,176,0,0,0,0,0,225,333,4,0,0,0,51,2,242,0,11,0,242,29,0,0,47,148,0,0,883,159,0,0,0,0,0,0,398,0,107,0,0,15,0,0,0,0,42,0,0,0,0,39,0,38,0,33,0,0,0,0,69,0,0,39,36,2,0,0,0,11,70,0,0,0,0,0,0,0,0,0,0,0,28,0,0,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,28,0,0,0,6,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,17,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR25819689",7,11,0,8,9,3606,0,0,2675,927,454,3824,5,4,0,3,2,0,344,0,23,1635,0,9,0,0,0,7,2,0,0,22,0,35,632,1,0,976,209,0,299,0,0,14,808,105,1047,0,0,0,0,321,0,0,18,0,2276,0,39,0,573,0,0,17,1319,691,0,0,0,0,0,0,357,0,0,0,26,258,0,0,0,0,0,0,75,0,458,0,0,0,21,0,19,0,0,0,0,51,0,21,0,1,0,24,0,0,0,0,0,21,0,38,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR25819690",5,7510,110,29,209,6281,0,0,2379,0,2277,1089,2158,3,0,288,286,0,3265,0,1095,698,0,1236,0,72,0,555,121,2,0,66,0,184,165,2,0,2196,390,0,116,503,0,16,0,191,0,129,0,0,89,0,101,0,0,23,19,102,219,0,302,0,0,0,0,189,6,124,0,0,64,6,275,62,54,188,44,147,28,0,2,185,0,0,70,0,163,0,0,0,9,0,54,0,122,27,0,69,113,32,0,1,6,0,0,55,0,0,0,0,76,0,0,0,0,0,160,0,0,0,34,67,6,17,0,177,3,9,0,5,0,0,0,26,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,7,0,0,0,0,28,0,0,0,56,0,0,0,0,0,0,0,11,14,0,0,0,7,0,8,2,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR25819691",14305,219,746,0,59,1639,0,3,209,90,2068,197,100,22,130,162,676,0,51,0,1657,9,13,768,0,0,0,158,34,34,10,1176,81,0,0,63,0,36,630,49,250,1223,2,491,11,26,0,10,0,0,21,0,9,0,476,0,34,22,50,0,41,0,0,0,5,177,0,7,0,0,105,22,18,0,118,0,4,106,57,0,0,0,0,127,3,0,214,84,23,0,21,0,0,0,2,54,7,72,4,74,0,26,25,0,0,0,11,0,0,9,0,0,0,0,0,440,0,34,0,2,86,0,0,0,0,0,0,0,0,0,0,26,0,0,215,0,0,0,0,0,21,88,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,23,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
