"Analysis_Status","Analysis_Set","Project_ID","Stage","Control_Group","Omitted_Genus","Omitted_Expected_Direction","Omitted_Column_Present","Full_Equal_AUC","LOO_Equal_AUC","Delta_Equal_AUC","Full_Weighted_AUC","LOO_Weighted_AUC","Delta_Weighted_AUC","Positive_Remaining_N","Negative_Remaining_N"
"POSTHOC_EXPLORATORY_DIAGNOSIS","A01_PRJEB33360_Sepsis_vs_NonSepsisICU","PRJEB33360","Development","Non-sepsis ICU","Genus__Bilophila|Family__Desulfovibrionaceae","Higher_in_Sepsis",TRUE,0.733232571320612,0.721141129794068,-0.0120914415265445,0.730965426034385,0.721707916115624,-0.00925750991876062,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A01_PRJEB33360_Sepsis_vs_NonSepsisICU","PRJEB33360","Development","Non-sepsis ICU","Genus__Butyricimonas|Family__Marinifilaceae","Higher_in_Sepsis",TRUE,0.733232571320612,0.722841488758738,-0.0103910825618742,0.730965426034385,0.717551483090875,-0.0134139429435104,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A01_PRJEB33360_Sepsis_vs_NonSepsisICU","PRJEB33360","Development","Non-sepsis ICU","Genus__Parabacteroides|Family__Tannerellaceae","Higher_in_Sepsis",TRUE,0.733232571320612,0.745512941621009,0.0122803703003967,0.730965426034385,0.737577933119214,0.00661250708482897,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A01_PRJEB33360_Sepsis_vs_NonSepsisICU","PRJEB33360","Development","Non-sepsis ICU","Genus__Hoylesella|Family__Prevotellaceae","Lower_in_Sepsis",TRUE,0.733232571320612,0.73058756848668,-0.00264500283393165,0.730965426034385,0.723975061401852,-0.00699036463253355,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A01_PRJEB33360_Sepsis_vs_NonSepsisICU","PRJEB33360","Development","Non-sepsis ICU","Genus__Campylobacter|Family__Campylobacteraceae","Lower_in_Sepsis",TRUE,0.733232571320612,0.721896844889477,-0.0113357264311355,0.730965426034385,0.716040052900057,-0.0149253731343284,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A01_PRJEB33360_Sepsis_vs_NonSepsisICU","PRJEB33360","Development","Non-sepsis ICU","Genus__Atopobium|Family__Atopobiaceae","Lower_in_Sepsis",TRUE,0.733232571320612,0.724730776497261,-0.00850179482335156,0.730965426034385,0.725864349140374,-0.00510107689401096,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A02_PRJNA691455_Sepsis_vs_NonSepsisICU","PRJNA691455","Development","Non-sepsis ICU","Genus__Bilophila|Family__Desulfovibrionaceae","Higher_in_Sepsis",TRUE,0.69,0.68,-0.0099999999999999,0.72,0.69,-0.03,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A02_PRJNA691455_Sepsis_vs_NonSepsisICU","PRJNA691455","Development","Non-sepsis ICU","Genus__Butyricimonas|Family__Marinifilaceae","Higher_in_Sepsis",TRUE,0.69,0.65,-0.0399999999999999,0.72,0.65,-0.07,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A02_PRJNA691455_Sepsis_vs_NonSepsisICU","PRJNA691455","Development","Non-sepsis ICU","Genus__Parabacteroides|Family__Tannerellaceae","Higher_in_Sepsis",TRUE,0.69,0.75,0.0600000000000001,0.72,0.73,0.01,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A02_PRJNA691455_Sepsis_vs_NonSepsisICU","PRJNA691455","Development","Non-sepsis ICU","Genus__Hoylesella|Family__Prevotellaceae","Lower_in_Sepsis",TRUE,0.69,0.73,0.04,0.72,0.72,0,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A02_PRJNA691455_Sepsis_vs_NonSepsisICU","PRJNA691455","Development","Non-sepsis ICU","Genus__Campylobacter|Family__Campylobacteraceae","Lower_in_Sepsis",TRUE,0.69,0.71,0.02,0.72,0.69,-0.03,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A02_PRJNA691455_Sepsis_vs_NonSepsisICU","PRJNA691455","Development","Non-sepsis ICU","Genus__Atopobium|Family__Atopobiaceae","Lower_in_Sepsis",TRUE,0.69,0.7,0.01,0.72,0.69,-0.03,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A04_PRJNA1010969_External_Sepsis_vs_Healthy","PRJNA1010969","External","Healthy","Genus__Bilophila|Family__Desulfovibrionaceae","Higher_in_Sepsis",TRUE,0.200980392156863,0.30718954248366,0.106209150326797,0.184640522875817,0.297385620915033,0.112745098039216,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A04_PRJNA1010969_External_Sepsis_vs_Healthy","PRJNA1010969","External","Healthy","Genus__Butyricimonas|Family__Marinifilaceae","Higher_in_Sepsis",TRUE,0.200980392156863,0.200980392156863,0,0.184640522875817,0.181372549019608,-0.00326797385620917,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A04_PRJNA1010969_External_Sepsis_vs_Healthy","PRJNA1010969","External","Healthy","Genus__Parabacteroides|Family__Tannerellaceae","Higher_in_Sepsis",TRUE,0.200980392156863,0.166666666666667,-0.0343137254901961,0.184640522875817,0.155228758169935,-0.0294117647058824,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A04_PRJNA1010969_External_Sepsis_vs_Healthy","PRJNA1010969","External","Healthy","Genus__Hoylesella|Family__Prevotellaceae","Lower_in_Sepsis",TRUE,0.200980392156863,0.200980392156863,0,0.184640522875817,0.191176470588235,0.00653594771241828,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A04_PRJNA1010969_External_Sepsis_vs_Healthy","PRJNA1010969","External","Healthy","Genus__Campylobacter|Family__Campylobacteraceae","Lower_in_Sepsis",FALSE,0.200980392156863,0.194444444444444,-0.00653594771241831,0.184640522875817,0.184640522875817,0,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A04_PRJNA1010969_External_Sepsis_vs_Healthy","PRJNA1010969","External","Healthy","Genus__Atopobium|Family__Atopobiaceae","Lower_in_Sepsis",FALSE,0.200980392156863,0.194444444444444,-0.00653594771241831,0.184640522875817,0.184640522875817,0,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A05_PRJNA1010969_External_Sepsis_vs_Trauma","PRJNA1010969","External","Trauma","Genus__Bilophila|Family__Desulfovibrionaceae","Higher_in_Sepsis",TRUE,0.271604938271605,0.344135802469136,0.0725308641975309,0.274691358024691,0.359567901234568,0.0848765432098765,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A05_PRJNA1010969_External_Sepsis_vs_Trauma","PRJNA1010969","External","Trauma","Genus__Butyricimonas|Family__Marinifilaceae","Higher_in_Sepsis",TRUE,0.271604938271605,0.248456790123457,-0.0231481481481481,0.274691358024691,0.248456790123457,-0.0262345679012346,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A05_PRJNA1010969_External_Sepsis_vs_Trauma","PRJNA1010969","External","Trauma","Genus__Parabacteroides|Family__Tannerellaceae","Higher_in_Sepsis",TRUE,0.271604938271605,0.294753086419753,0.0231481481481481,0.274691358024691,0.29320987654321,0.0185185185185185,2,3
"POSTHOC_EXPLORATORY_DIAGNOSIS","A05_PRJNA1010969_External_Sepsis_vs_Trauma","PRJNA1010969","External","Trauma","Genus__Hoylesella|Family__Prevotellaceae","Lower_in_Sepsis",TRUE,0.271604938271605,0.277777777777778,0.00617283950617287,0.274691358024691,0.280864197530864,0.00617283950617287,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A05_PRJNA1010969_External_Sepsis_vs_Trauma","PRJNA1010969","External","Trauma","Genus__Campylobacter|Family__Campylobacteraceae","Lower_in_Sepsis",FALSE,0.271604938271605,0.271604938271605,0,0.274691358024691,0.271604938271605,-0.00308641975308643,3,2
"POSTHOC_EXPLORATORY_DIAGNOSIS","A05_PRJNA1010969_External_Sepsis_vs_Trauma","PRJNA1010969","External","Trauma","Genus__Atopobium|Family__Atopobiaceae","Lower_in_Sepsis",FALSE,0.271604938271605,0.271604938271605,0,0.274691358024691,0.274691358024691,0,3,2
