"Run_ID","Genus__Fusobacterium|Family__Fusobacteriaceae","Genus__Parabacteroides|Family__Tannerellaceae","Genus__Faecalibacterium|Family__Ruminococcaceae","Genus__Bacteroides|Family__Bacteroidaceae","Genus__Segatella|Family__Prevotellaceae","Genus__UCG-002|Family__Oscillospiraceae","Genus__Megamonas|Family__Selenomonadaceae","Genus__Escherichia-Shigella|Family__Enterobacteriaceae","Genus__Phascolarctobacterium|Family__Acidaminococcaceae","Genus__Hungatella|Family__Lachnospiraceae","Genus__Enterococcus|Family__Enterococcaceae","Genus__Veillonella|Family__Veillonellaceae","Genus__Alistipes|Family__Rikenellaceae","Genus__Blautia|Family__Lachnospiraceae","Genus__Gemmiger|Family__Ruminococcaceae","Genus__Clostridioides|Family__Peptostreptococcaceae","Genus__Intestinibacter|Family__Peptostreptococcaceae","Genus__Anaerobutyricum|Family__Lachnospiraceae","Genus__Bifidobacterium|Family__Bifidobacteriaceae","Genus__Romboutsia|Family__Peptostreptococcaceae","Genus__Subdoligranulum|Family__Ruminococcaceae","Genus__Streptococcus|Family__Streptococcaceae","Genus__Agathobacter|Family__Lachnospiraceae","Genus__Lachnoclostridium|Family__Lachnospiraceae","Genus__Klebsiella|Family__Enterobacteriaceae","Genus__Ruminococcus|Family__Ruminococcaceae","Genus__Barnesiella|Family__Barnesiellaceae","Genus__Lachnospiraceae NK4A136 group|Family__Lachnospiraceae","Genus__Collinsella|Family__Coriobacteriaceae","Genus__Odoribacter|Family__Marinifilaceae","Genus__Dorea|Family__Lachnospiraceae","Genus__[Ruminococcus] gnavus group|Family__Lachnospiraceae","Genus__Eisenbergiella|Family__Lachnospiraceae","Genus__Bilophila|Family__Desulfovibrionaceae","Genus__Roseburia|Family__Lachnospiraceae","Genus__Flavonifractor|Family__Oscillospiraceae","Genus__Coprococcus|Family__Lachnospiraceae","Genus__Christensenellaceae R-7 group|Family__Christensenellaceae","Genus__Ligilactobacillus|Family__Lactobacillaceae","Genus__Negativibacillus|Family__Ruminococcaceae","Genus__Butyricimonas|Family__Marinifilaceae","Genus__Acutalibacter|Family__Ruminococcaceae","Genus__Hydrogenoanaerobacterium|Family__Ruminococcaceae","Genus__Sellimonas|Family__Lachnospiraceae","Genus__Mediterraneibacter|Family__Lachnospiraceae","Genus__Longibaculum|Family__Erysipelatoclostridiaceae","Genus__Enterocloster|Family__Lachnospiraceae","Genus__Family XIII AD3011 group|Family__Anaerovoracaceae","Genus__UCG-005|Family__Oscillospiraceae","Genus__Fusicatenibacter|Family__Lachnospiraceae","Genus__UCG-003|Family__Oscillospiraceae","Genus__Oscillibacter|Family__Oscillospiraceae","Genus__Eubacterium|Family__Eubacteriaceae","Genus__Megasphaera|Family__Veillonellaceae","Genus__[Eubacterium] ventriosum group|Family__Lachnospiraceae","Genus__Butyribacter|Family__Lachnospiraceae","Genus__Pyramidobacter|Family__Synergistaceae","Genus__Lachnospira|Family__Lachnospiraceae","Genus__Parasutterella|Family__Sutterellaceae","Genus__[Eubacterium] brachy group|Family__Anaerovoracaceae","Genus__CAG-56|Family__Lachnospiraceae","Genus__Ruthenibacterium|Family__Ruminococcaceae","Genus__Faecalimonas|Family__Lachnospiraceae","Genus__Faecalitalea|Family__Erysipelotrichaceae","Genus__Porphyromonas|Family__Porphyromonadaceae","Genus__Lachnospiraceae UCG-010|Family__Lachnospiraceae","Genus__Anaerostipes|Family__Lachnospiraceae","Genus__Lachnospiraceae ND3007 group|Family__Lachnospiraceae","Genus__[Eubacterium] eligens group|Family__Lachnospiraceae","Genus__DTU089|Family__Ruminococcaceae","Genus__Acidaminococcus|Family__Acidaminococcaceae","Genus__Paraprevotella|Family__Prevotellaceae","Genus__Intestinimonas|Family__Oscillospiraceae","Genus__Asaccharospora|Family__Peptostreptococcaceae","Genus__Lactobacillus|Family__Lactobacillaceae","Genus__Sutterella|Family__Sutterellaceae","Genus__NK4A214 group|Family__Oscillospiraceae","Genus__[Clostridium] innocuum group|Family__Erysipelotrichaceae","Genus__Colidextribacter|Family__Oscillospiraceae","Genus__Phocea|Family__Ruminococcaceae","Genus__Lachnospiraceae UCG-004|Family__Lachnospiraceae","Genus__Family XIII UCG-001|Family__Anaerovoracaceae","Genus__Butyricicoccus|Family__Butyricicoccaceae","Genus__[Eubacterium] ruminantium group|Family__Lachnospiraceae","Genus__Desulfovibrio|Family__Desulfovibrionaceae","Genus__Corynebacterium|Family__Corynebacteriaceae","Genus__Hoylesella|Family__Prevotellaceae","Genus__Leyella|Family__Prevotellaceae","Genus__Erysipelotrichaceae UCG-003|Family__Erysipelatoclostridiaceae","Genus__Asaccharobacter|Family__Eggerthellaceae","Genus__Anaerotruncus|Family__Ruminococcaceae","Genus__Morganella|Family__Morganellaceae","Genus__Extibacter|Family__Lachnospiraceae","Genus__Clostridium|Family__Clostridiaceae","Genus__Peptococcus|Family__Peptococcaceae","Genus__Eggerthella|Family__Eggerthellaceae","Genus__Parvimonas|Family__Family XI","Genus__CAG-352|Family__Ruminococcaceae","Genus__Monoglobus|Family__Monoglobaceae","Genus__HT002|Family__Lactobacillaceae","Genus__Amedibacillus|Family__Erysipelotrichaceae","Genus__Ezakiella|Family__Family XI","Genus__Proteus|Family__Morganellaceae","Genus__Fenollaria|Family__Family XI","Genus__Limosilactobacillus|Family__Lactobacillaceae","Genus__Peptostreptococcus|Family__Peptostreptococcaceae","Genus__Thomasclavelia|Family__Erysipelatoclostridiaceae","Genus__Schaalia|Family__Actinomycetaceae","Genus__Absiella|Family__Erysipelotrichaceae","Genus__Lactococcus|Family__Streptococcaceae","Genus__Agathobaculum|Family__Butyricicoccaceae","Genus__Coprobacillus|Family__Erysipelatoclostridiaceae","Genus__Marvinbryantia|Family__Lachnospiraceae","Genus__Slackia|Family__Eggerthellaceae","Genus__Raoultella|Family__Enterobacteriaceae","Genus__[Eubacterium] siraeum group|Family__Ruminococcaceae","Genus__Paludicola|Family__Ruminococcaceae","Genus__Shuttleworthia|Family__Lachnospiraceae","Genus__Allisonella|Family__Veillonellaceae","Genus__Gardnerella|Family__Bifidobacteriaceae","Genus__[Ruminococcus] gauvreauii group|Family__Lachnospiraceae","Genus__Prevotella|Family__Prevotellaceae","Genus__Anaerotignum|Family__Lachnospiraceae","Genus__UCG-009|Family__Butyricicoccaceae","Genus__Akkermansia|Family__Akkermansiaceae","Genus__Synergistes|Family__Synergistaceae","Genus__Oxalobacter|Family__Oxalobacteraceae","Genus__Campylobacter|Family__Campylobacteraceae","Genus__Dialister|Family__Veillonellaceae","Genus__S5-A14a|Family__Anaerovoracaceae","Genus__Christensenella|Family__Christensenellaceae","Genus__Granulicatella|Family__Carnobacteriaceae","Genus__Faecalicatena|Family__Lachnospiraceae","Genus__Turicibacter|Family__Erysipelotrichaceae","Genus__Peptoniphilus|Family__Family XI","Genus__Haemophilus|Family__Pasteurellaceae","Genus__Criibacterium|Family__Peptostreptococcaceae","Genus__Dielma|Family__Erysipelotrichaceae","Genus__Holdemania|Family__Erysipelotrichaceae","Genus__Gordonibacter|Family__Eggerthellaceae","Genus__Staphylococcus|Family__Staphylococcaceae","Genus__Raoultibacter|Family__Coriobacteriales Incertae Sedis","Genus__Anaerococcus|Family__Family XI","Genus__Candidatus Soleaferrea|Family__Ruminococcaceae","Genus__Acetanaerobacterium|Family__Ethanoligenenaceae","Genus__Caproiciproducens|Family__Ruminococcaceae","Genus__Enteroscipio|Family__Eggerthellaceae","Genus__Gemella|Family__Gemellaceae","Genus__Defluviitaleaceae UCG-011|Family__Defluviitaleaceae","Genus__Brucella|Family__Rhizobiaceae","Genus__Gabonibacter|Family__Marinifilaceae","Genus__Citrobacter|Family__Enterobacteriaceae","Genus__[Eubacterium] oxidoreducens group|Family__Lachnospiraceae","Genus__Mixta|Family__Erwiniaceae","Genus__Fournierella|Family__Ruminococcaceae","Genus__Cloacibacillus|Family__Synergistaceae","Genus__Methanobrevibacter|Family__Methanobacteriaceae","Genus__Enterobacter|Family__Enterobacteriaceae","Genus__Lachnospiraceae UCG-008|Family__Lachnospiraceae","Genus__Rothia|Family__Micrococcaceae","Genus__Weissella|Family__Lactobacillaceae","Genus__Brachyspira|Family__Brachyspiraceae","Genus__Mailhella|Family__Desulfovibrionaceae","Genus__Anaerofilum|Family__Ruminococcaceae","Genus__Samsonia|Family__Yersiniaceae","Genus__Lachnospiraceae FCS020 group|Family__Lachnospiraceae","Genus__Succinatimonas|Family__Succinivibrionaceae","Genus__Leifsonia|Family__Microbacteriaceae","Genus__Anaerofustis|Family__Anaerofustaceae","Genus__[Clostridium] methylpentosum group|Family__Ruminococcaceae","Genus__Anaeroglobus|Family__Veillonellaceae","Genus__Senegalimassilia|Family__Eggerthellaceae","Genus__[Enterobacter]|Family__Morganellaceae","Genus__Terrisporobacter|Family__Peptostreptococcaceae","Genus__Pseudoprevotella|Family__Prevotellaceae","Genus__Agrobacterium|Family__Rhizobiaceae","Genus__Aquamonas|Family__Enterobacteriaceae","Genus__Muricomes|Family__Lachnospiraceae","Genus__Hephaestia|Family__Sphingomonadaceae","Genus__Leuconostoc|Family__Lactobacillaceae","Genus__Desulfobaculum|Family__Desulfovibrionaceae","Genus__Actinomyces|Family__Actinomycetaceae","Genus__Pseudoscardovia|Family__Bifidobacteriaceae","Genus__Selenomonas|Family__Selenomonadaceae","Genus__Kineothrix|Family__Lachnospiraceae","Genus__Elizabethkingia|Family__Weeksellaceae","Genus__Microbacterium|Family__Microbacteriaceae","Genus__Cuneatibacter|Family__Lachnospiraceae","Genus__Aliihoeflea|Family__Rhizobiaceae","Genus__Lachnospiraceae NC2004 group|Family__Lachnospiraceae","Genus__Enorma|Family__Coriobacteriaceae","Genus__Lachnobacterium|Family__Lachnospiraceae","Genus__Acinetobacter|Family__Moraxellaceae","Genus__Fretibacterium|Family__Synergistaceae","Genus__Lentilactobacillus|Family__Lactobacillaceae","Genus__Murdochiella|Family__Family XI","Genus__Negativicoccus|Family__Veillonellaceae","Genus__Hornefia|Family__Anaerovoracaceae","Genus__Murimonas|Family__Lachnospiraceae","Genus__Lacticaseibacillus|Family__Lactobacillaceae","Genus__Scardovia|Family__Bifidobacteriaceae"
"SRR24785362",0,220,2672,10299,0,283,2279,0,143,0,0,0,1903,634,83,0,6,456,169,73,0,5,425,90,117,520,269,230,120,67,69,0,0,0,202,0,213,6,0,0,165,42,0,0,28,0,33,29,0,121,205,22,0,0,103,0,0,95,0,40,0,10,0,0,3,92,65,131,29,0,8,0,0,0,0,100,203,0,0,0,27,13,0,0,0,0,0,0,84,0,10,0,0,9,0,0,0,56,33,0,0,0,0,0,0,0,0,3,0,46,36,0,0,0,0,0,0,0,31,0,28,0,0,28,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"SRR24785363",0,139,1635,4203,8204,367,110,0,382,0,0,0,1130,217,0,0,7,82,8,0,0,0,445,85,2411,23,0,0,0,127,285,0,0,0,278,8,129,0,0,0,91,3,0,0,114,0,52,0,17,89,139,54,0,0,88,0,5,108,0,2,58,0,0,0,0,50,18,32,0,0,0,0,4,0,0,757,41,0,31,0,7,9,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,44,77,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0
"SRR24785364",43,1019,1480,4502,8699,224,1130,201,148,22,161,37,974,160,68,0,0,95,21,17,0,628,1985,128,0,145,0,38,28,83,98,33,0,198,404,44,260,18,120,0,233,6,0,0,130,0,89,47,30,80,92,100,0,85,114,0,0,83,10,0,25,0,0,0,0,159,20,12,0,0,108,221,0,0,0,426,37,3,17,3,33,0,0,131,0,0,0,615,26,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,34,0,0,0,28,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"SRR24785365",26334,85,0,4916,0,0,0,127,2370,0,0,0,26,288,0,0,0,92,0,187,0,47,0,415,0,22,0,0,31,0,256,162,0,183,145,0,21,0,0,0,0,0,0,0,174,0,114,0,0,0,0,0,0,0,43,0,0,0,921,0,106,0,103,0,0,14,98,0,0,0,0,460,0,0,0,0,0,0,7,0,143,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,92,0,0,0,9,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"SRR24785366",165,249,6222,11205,0,0,0,6594,735,35,1360,2441,1507,1582,1254,0,1223,0,107,143,439,112,0,190,0,0,0,40,0,0,100,83,0,0,0,802,325,0,47,0,253,45,0,0,1294,0,173,0,0,0,0,0,22,0,0,0,54,0,430,0,0,0,41,0,0,90,245,84,0,0,0,0,0,93,0,0,0,0,80,73,2,0,0,0,0,7,0,0,0,0,0,0,0,18,0,64,0,0,0,0,3,0,0,0,17,0,10,18,0,4,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR24785367",0,5356,268,1608,0,185,0,7090,363,26,1871,0,2102,855,146,781,90,154,311,0,22,118,891,188,200,395,0,0,348,43,83,234,750,38,196,1112,0,0,0,243,343,211,0,276,1100,28,91,24,159,0,0,239,0,0,0,0,0,75,88,75,0,640,41,103,0,21,72,0,49,13,0,0,288,87,20,217,84,182,112,0,0,0,0,0,210,0,7,0,0,12,54,0,0,0,0,66,0,0,55,0,0,0,0,0,0,0,7,0,39,0,15,46,0,0,0,68,0,42,0,0,0,0,29,11,0,0,0,0,10,0,19,0,0,0,0,0,0,9,7,0,0,0,0,2,13,0,0,0,0,3,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"SRR24785368",1867,662,12232,4611,0,0,0,259,926,160,187,13,191,43,0,0,98,0,148,0,2,58,0,225,0,0,0,0,2,0,0,102,0,150,0,209,136,0,0,0,132,27,0,0,366,0,163,0,0,0,0,333,115,6,0,0,0,0,619,0,0,14,19,0,28,109,28,65,0,0,0,0,0,4,0,343,0,92,361,80,0,0,0,0,0,0,6,0,0,0,0,0,0,83,0,26,0,0,0,0,0,12,0,0,0,0,30,0,0,0,39,12,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"SRR24785369",59,2608,41,3824,0,11104,0,708,507,259,0,55,2030,383,145,0,24,393,0,100,62,535,0,72,0,437,1037,0,1581,159,139,0,50,127,170,6,37,330,353,70,825,132,136,0,632,0,45,242,435,106,12,0,17,0,15,110,1003,0,12,290,0,248,0,0,340,16,37,0,147,0,0,0,0,0,163,41,52,39,28,0,6,147,0,0,560,0,121,216,17,27,22,0,68,108,155,0,66,0,0,0,52,52,0,12,17,48,47,47,0,0,17,39,46,142,0,0,97,0,0,0,0,21,0,0,0,127,27,27,26,37,21,0,22,20,40,15,19,17,16,0,0,0,21,22,7,12,0,0,11,0,0,0,0,6,8,0,7,0,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
"SRR24785370",221,200,0,10321,0,701,0,115,969,6020,0,0,297,1696,0,0,78,348,2281,115,0,405,80,157,123,249,0,0,153,47,89,0,2161,159,65,0,21,0,152,123,619,86,0,0,207,129,92,43,302,0,0,68,43,0,16,0,78,8,0,17,0,80,110,0,78,104,8,0,0,4,0,0,40,0,0,0,45,41,58,0,8,8,0,0,795,0,162,0,0,72,91,0,0,0,0,125,0,0,0,0,0,0,0,49,20,0,33,27,0,0,0,28,0,0,0,0,0,0,0,40,0,49,0,0,7,0,47,0,31,0,24,0,0,0,0,0,0,0,14,15,0,0,3,5,0,0,2,3,0,0,0,0,9,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1
"SRR24785371",135,454,0,11851,0,0,5979,38,448,23,0,126,85,193,13,0,18,123,163,0,0,65,0,180,0,0,0,0,140,0,0,167,0,83,0,48,0,0,132,0,0,0,0,0,42,0,409,0,0,0,0,12,0,856,0,0,0,181,0,0,0,0,25,0,0,28,42,0,0,0,0,0,0,0,56,1529,0,0,0,0,162,0,64,0,0,0,0,0,0,0,0,0,228,0,0,41,0,0,0,55,0,0,0,0,10,0,4,6,47,0,11,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR24785372",0,487,0,19118,0,0,0,2656,0,0,77,4849,0,67,0,333,0,0,1732,154,0,154,0,0,39,0,0,0,0,0,0,262,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,49,0,20,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR24785373",0,5,0,6,0,0,0,0,0,0,4074,0,6,36,409,0,0,613,0,16,494,178,0,6,173,0,0,0,0,0,0,0,0,14,0,1,0,0,216,0,0,689,0,138,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,14,0,0,0,5,0,0,0,728,0,0,405,0,0,0,0,0,0,0,26,0,0,0,0,0,18,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
